Tweet,Sentiment,Sentiment_Expression
"حتى لو لم اراك بِ العين ، انا اراك ب قلبي وجانبي دائماً ، صورتك في مخيلتي طوال الوقت وانا اعشق تلك الصوره ، 🌸""… https://t.co/cgIstnCKuI",very_positive,explicit
"@CreativeMAB @Updula @i_Deef كلام جميل، طيب الـ UltraWide راح تكون متناسقة وواجهات الـ macOS؟ أو راح أواجه مشاكل؟ أ… https://t.co/Bbvyk9zZzQ",neutral,none
@ اللهم أشغلني في اصلاح عيوبي و سد ثغراتي و ترميم شروخي و تقوية نفسي و اجعلني جسرًا أمر من خلاله إليّ ولا تشغلني بع… https://t.co/pWGIun79u1,neutral,none
#العربية : لن نسمح لميشال عون الرئيس المسيحي أن يقرر مستقبل #لبنان. أصلاً من أنتم لتسمحوا أو لا تسمحوا ؟ أنتم لستم سوى عبيد عند أسيادكم,negative,explicit
احلام في موقف لا يحسد عليه : . الاول : رد المدير وسحب شارة المدرب من الملكة احلام ... الثاني : استبدالها بالفنانه نوال الكويتيه .. 😳🌚,negative,implicit
@ARababaah كيف ما أدوات يا احمد كيف ؟؟. كل اهالأسماء الموجودة بالفريق لو موجودة عند مدرب ثاني وبيفهم كان الفريق أفضل حال بكثير من الآن,very_negative,explicit
الطريقة الأمثل للإنتصار في بعض المعارك هو عدم خوضها منذ البداية // والشجاع ليس من يفوز في الخصومة وإنما الذي يتجنبها ويتلافها //,positive,explicit
"على ذوي الألباب في لبنان أن يعلموا بعد هذه الإستقالة الهزلية، أن الولد ولد ولو حكم بلد! فلا يمكن أن يحكمنا أولاد… https://t.co/hmY7Gz1zy8",very_negative,explicit
@NadiaBsat انا مني صحافية بس بعرف انو عاسس اذا بيعملو هيك وبيجرحو مشاهر الناس يلي اخر همن بيحيبو عدد قراء وماس تشوف الخبر اكتر,negative,explicit
من نكد الدهر يصير لي حط ايدو بإيد الاسرائيلي يحكي عن الدوله_هي_الحل وبينما لي قدم ابنو شهيد فدا لبنان ينشك ب وطنيتو… https://t.co/AAhJa0Q0Sw,negative,explicit
النفاق هو مخالفة الظاهر للباطن ومعناه في الشرع الاسلامي :اظهار الاسلام واخفاء الكفر. وهو ما يسمى نفاق العقيدة وهو من أشد الآثام في الاسلام...,negative,explicit
"#تحطم_طايره_مروحيه_عسير اللهّم إرحمهم واغفرلهم ، وارحمنا اذا صرنا الى ما صاروا إليه .",very_negative,explicit
"لست اخوانياً والله يشهد، لكن مجزرة الاخوان في #مصر، كانت نقطة تحول في الامة كلها، واستمر التداعي بعدها، ولكل موقفه،… https://t.co/ghjMpJS7WJ",negative,explicit
"اذكر الضحكات على شفاهكم البلاستيكية عندما استقال ثلثكم المعطل وهو في الييت الابيض ،الرئيس سعد الحريري مارس حقا دستوريا بالاستقالة ""نعيما""",very_negative,explicit
يا كربلا نلتي فخر دون الأراضين اُو نلتي الشرف يا غاضريّة اِبذبحة اِحسين,positive,explicit
@abu_ahmad_eessa كما ان لحومنا حلال 100%. يرجى الاطلاع على شهادات الحلال عبر الرابط التالي https://t.co/I4P2RFiX0u… https://t.co/pXi7Jkc2eh,neutral,none
"رد الوزير #مشنوق بعنف على #باسيل: “لست الآن ولن تكون في المستقبل في موقع يحدد لي وللفريق السياسي الذي أنتمي إليه، لا صلاحيتنا ولا دورنا”🤦‍♂️",negative,explicit
راودته عن نفسه فاستعصم ولئن لم يفعل ما آمره ليسجنن وليكونن من الصاغرين. قال:رب السجن أحب الي مما يدعوني اليه. والا تصرف عني كيدهن أصب اليهن,neutral,none
"يارب .. وصيتك بنفسي وانا اقول. أنا ( ضعيف ) وما معي غير شكرك !. ٰ. ان شفتني في لذة العمر مشغول. يارب ، ( لا تشغلني ) .. الا بذكرك !",positive,explicit
"مهما طالت السنوات .. فإنّا ثابتون راسخون على تراب فلسطين من نهرها إلى بحرها ، و وعد بلفور الباطل ساقط لا محالة .. #Balfour100",positive,explicit
ردا على البيت اﻻببض ادا ارتم احﻻل اﻻمن واﻻستقرار في المنطقه اوقفوا الحرب الداءره في البمن من قبل السعوديه وحلفاؤها,negative,implicit
الحمدالله على كل حال تعود أقوى بإذن الله وآتمنى لك الشفاء العاجل #الهلال يستطيع تجاوز هذه المشكلة لوجود البديل بال… https://t.co/xPTsb0cTIg,positive,explicit
عجزو عن اقالة شلال شايع دستوريا فارادو اقالته بطريقتهم الداعشيه فدعسهم بالبياده ومررها على وجه من تم أسرة في رساله واضحه لمن ارسلهم.,negative,explicit
@IRAQFA. ثالثا أنتم في كل موسم تجعلون الدوري العراقي أطول دوري في العالم وهو يتكون من 20فريق. فكيف اذا كان الدوري 30فريق. تحياتي لكم يا فاشلين,very_negative,explicit
وصل عدد متابعي موقع موضوع.كوم إلى أكثر من 42 مليون زائر فريد شهريّاً! شكراً لثقتكم بنا .. بكم نكبُر ونستمرّ. https://t.co/9ZdLa4gBFl,very_positive,explicit
"السوري بلبنان لاجئ ... لا فيزا لا جواز لا ضرايب لا كفيل ولا غيرو ""مو معناه هالكلام انو لبنان افضل منكم"" بس انتي عم… https://t.co/MfabPob94C",negative,implicit
صباح #المدينة_الجديدة . الحكومة تبدد كل التساؤلات و تعلن رسميا عن إطلاق مشروع المدينة الجديدة . #الأردن_يتقدم 🇯🇴… https://t.co/Us5U8deHpq,positive,implicit
الان بداء العد العكسي في السعودية الصراع الداخلي هوي الأخطر على المملكة من الخارجي وهذا الذي يحصل المسمار الاول في النعش انتظروا وسترى,very_negative,explicit
البنت : أنا بمشي وانتي شوفي . صاحبتها : يوووه . البنت : أحلفي :. صاحبتها : لا بـمزح مـعك . البنت : خوفتيني يقطع عمرك . قصة لن يفهمها الا البنات😂😂,positive,implicit
الرئيس #سعد_الحريري يعلن استقالته من رئاسة #الحكومة: لمست ما يحاك لاستهداف حياتي - #استقالة مفاجئة تركت اصداء غير مريحة في البلد,negative,explicit
"عضو المجلس الثوري لحركة فتح؛ عدلي صادق: كافة خيوط التحقيق تشير إلى أن عرفات سُمم عن طريق طبيب أسنان، وعندما تم التق… https://t.co/EidQklTBZ4",negative,explicit
@SalmaRach فوينزات نشاز عايشين وهم كبير هههه تغريداتهم عباره عن مرحاض .. ادا ابي اضحك ادخل اشوف تغريداتهم واقع غير وهم الي هم فيه غير,very_negative,explicit
وزير العمل في حكومة الوفاق؛ مأمون أبو شهلا: مشروع لتشغيل 20 ألف عامل وخريج في قطاع #غزة بشكل مؤقت مطلع العام المقبل… https://t.co/dUPb0x9HNR,neutral,none
مجموعة #MBC الإعلامية تستبدل #أحلام ب #نوال_الكويتية في لجنة تحكيم برنامج #MBCTheVoice !! ... . @AhlamAlShamsi @NAWALalq8iya,neutral,none
@dr_3o5 من وقع بالحب ماظنه يقوم. ومع صغار السن يبطي ماسلى. ًجعل عينك ياالمطيري ماتصوم. عن لقاء ديم الحبيبه بالملا,positive,implicit
العلاقه بين العائله والشركه والمُلكيه : علاقه مُعقده و مُترابطه و شائكه و بحاجه الى الصدق… https://t.co/wUt3wHFLMH,negative,explicit
هذا منتخب الاقليات الذي يعتبر ان الموت فقط هو ما يستحقه الاكثريه كيف كنت تؤيد هذا الفريق يا سني سوري شكرا استراليا https://t.co/FFV7eW7jhM,very_negative,explicit
#كلين_9 لخسارة الوزن منتج امريكي الصنع طبيعي 100% خالي من المواد الكيميائيه وليس له اي اثار جانبية على صحتك على الم… https://t.co/p7mnjS8EBF,neutral,none
كالعادة نظمت رابطة #بلانكو_فلسطين تجمعات في كل من مدينة غزة ومدينة طولكرم لمتابعة ريال مدريد أمام جاره العنيد اتليت… https://t.co/4GP3QU8uu6,neutral,none
@iraqfpg منتخب العراقي بعد مباراة مالي و انكلترا اهز الفريق معنوين لاكن بعد اضافه لاعبين جدد في الفريق كان هناك عدم… https://t.co/I6IeV4hCrb,negative,explicit
أحمد مرتضى منصور المرشح علي منصب نائب الرئيس فى انتخابات نادي الزمالك الليلة #مع_شوبير علي صدي البلد ١١ مساءً وجه س… https://t.co/E2Jz0O23Rc,neutral,none
�� كائنا من كان .. لن ينجو أي شخص دخل في قضية #فساد .. انتهى زمنك أيها المسؤول الفاسد المتلاعب بأنظمة ومقدرات الدولة… https://t.co/Pts8mxqwwW,very_negative,explicit
ايام قليلة تفصلنا عن مواجهة سوريا الودية على ملعب كربلاء .. . هل انت مستعد للمؤازرة؟ https://t.co/LjWLwgFttb,neutral,none
شكلن تاهلوا للنهائي #السعودية - #ايران على ارضنا 🙄 نحنا شعب الله ما بيحملنا 😂 اهضم نكت طُرحت بساعات قليلة بعد الاستقالة #هااااي,negative,implicit
وصل الى الرياض تم تسليمه بيان الاستقالة نفذ والتبرير هو محاولة اغتياله فيا لك من غبي والمضمون يحمل لغة طائفية عالية والسبهان كتب البيان,very_negative,explicit
"عراقي وجودي في زمن الصراع الفكري بغابة البشر المثيرة .. مشدود كالجسر بين ضفتيّ نهر ،،، انتمي لنفسي فأنا (( اللامنتمي)) #بكلمتين_اوصف_نفسك",negative,explicit
@ActionYaDawry والله يا عادل يا تويجري ما يرهبكم الى النصراويه كل جماهيركم اليوم وش عملت ؟ خساره واشكر ربك ما انهزمتو بالثلاثه,negative,explicit
ان اللغة التركية تأتي على رأس قائمة اللغات الاجنبية التي تلقى الاهتمام في العراق. عندما التقيت مع الطلبة اخبرتهم بأ… https://t.co/gOUeOwmtI6,neutral,none
"- لقطة مُتوقعة لمن يعرف شخصية المدربين ، وخصوصاً بعدما حدث في وسائل الإعلام بينهم فيما يخص إصابات اللاعبين. https://t.co/Hl8SiHkFbe",neutral,none
قال:رب السجن أحب الي مما يدعوني اليه. والا تصرف عني كيدهن أصب اليهن واكن من الجاهلين .فاستجاب له ربه فصرف عنه كيدهن انه هو السميع العليم)يوسف,neutral,none
الشيخ الديهي: عندما جرت المكالمات كان رئيس وزراء #قطر في ضيافة ملك #البحرين وتقرير بسيوني ذكر تفاصيل هذه المبادرة . #الشيخ_علي_سلمان,neutral,none
"#ميقاتي: لا احد سيخلد في السلطة، وبناء الدولة وشعارات الاصلاح التي رفعها البعض هو ما ينتظر اللبنانيون رؤية نتائجه @Najib_Mikati",neutral,none
نقول الى ترامب وبن سلمان والصهيونية. آذا عندكم قوة السلاح.عندنا قوة الايمان ورجال والسلاح لا تهددونا راية سيد الشهداء ترفع في كربلاء,negative,explicit
كل مرة حدا من رفقاتي بسافر و بودعو بحس روحي بتنقص قطعة . و المهددين بالسفر اقل بكتير من اللي راحوا . حدا بقيان ؟ لا كلنا مشروع مهاجر او عسكري,negative,explicit
لعل المزون اللي تضاحك من القبلة. على نجد دار المجد ترخي مقادمها. .. على منبت الرقروق والفقع والربله. يدندن رعدها… https://t.co/qXDuVu7ePj,neutral,none
@RashaRizk_TW مساء الخير ...مساء الفل ... والنور ... والياسمين ... يا أسطورة الأساطير . &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 حبيت مسي عليكِ بس 🙈🙈🙈,positive,explicit
طربيه: تلقينا تأكيدات من الأميركيين أن القطاع المصرفي غير مستهدف بالعقوبات على حزب الله طالما هو يتقيد بالاجراءات الدولية للعمل المصرفي,positive,implicit
"أعلن الاتحاد الخليجي لكرة القدم، أمس، أنه سيعقد اجتماعا في 15 نوفمبر الجاري في العاصمة… https://t.co/LhUdYOVyMr",neutral,none
"@shaimasabt فلماذا نظن بأننا قادرون على طيه وعلى المضي قدماً ؟! .. الماضي الذي نصر على أنه مات، سيظل حياً ما دمنا ع… https://t.co/we6ddg7EVz",negative,explicit
�� كائنا من كان .. لن ينجو أي شخص دخل في قضية #فساد .. انتهى زمنك أيها المسؤول الفاسد المتلاعب بأنظمة ومقدرات الدولة… https://t.co/7hupg8vblY,positive,explicit
كريات دمي الحمر. تتساقط من أشجاركِ تفّاحاً. وفي الجوار رجل يصيح :. وجدتها ... وجدتها ... .. لا تقلقي يا الـ أحبكِ. إنه المعتوه نيوتن. لا. أكثر ...,positive,explicit
#بري في لقاء الاربعاء: لانتظار عودة الحريري لتثبيت الاستقالة والا تعتبر غير نافذة و عندما يستقيل وفق الاعراف والاصو… https://t.co/VjjwJsISBo,neutral,none
الحجر الأسود المقدس عند المسلمين ومعبودهم وقبلتهم التي يتجهون لها في كل صلاة ويحجون ويبتهلون له ويطوفون حوله بحراس… https://t.co/QalZnQ4h1t,neutral,none
��. الناطق الإعلامي لشرطة #الشرقية : القبض على وافد عربي سطا على مواطن باستراحته الخاصة بقرية العليا مستخدما سكينا وأ… https://t.co/mv4Iu6SMiq,neutral,none
"الهاتف فائق الذكاء في تصميم فائق الجمال، هواوي مايت 10 برو الآن متاح للحجز المسبق لدى موزعينا المعتمدين و من خلال م… https://t.co/feRyK3lpBx",neutral,none
"اهل كربلاء جايينكم خطار لحد يوم الاربعينيه، ""خدمه لحسين شرفٌ لنا،"". الشكر الجيزل الى اهالي كربلاء وجميع المواكب وخدمة الامام الحسين ع السلام",positive,explicit
@LBCI_NEWS . مقدمة الأخبار من عندك وصفت إستهزاء وتهديد اللبنانية المعارضين للحزب ب هلا بالقميص بالهضامة والنكتة . جيبو وحدة تكون أقل غبى تفه,negative,explicit
"سبحانه الله أصبح أغبى واحد في حزب الدعوه رئيس وزراء العراق والقائد العام للقوات المسلحه ،، وينك ياباشا أبو صباح نور… https://t.co/G6kAYpacGQ",very_negative,explicit
ربي أبعد أمي و أبي . متاعب الدنيا ولا تذقهم . طعم الألم ولا دموع الحزن . يارب بحجم سمائك السابعة . ارح قلوبهم وأسعدهم . ❤️❤️,neutral,none
"كلامي مش معمم عالكل ومش كل الآباء مناح، بس كمان ما بيعطي الحق لحدا من الجنسين انه يذم بالتاني ب أي شكل من الأشكال https://t.co/O3Zmk5mYQj",negative,explicit
لا تعش حياة لا تشبهك // ولا تقل كلاما لا يمثلك // ولا تشارك بمعركة ليست لك// فلا شيئ يليق بك سوى أن تكون أنت أنت دوما والسلام //,positive,explicit
"@AO_19_ والله يا صاحبي اقسم بالله انه الوضع ممل . الفريق امبارح كان الافضل بمراحل من اتليتكو ,, طلعو البكائين يعيطو… https://t.co/UD32IbVzsX",negative,explicit
أتى من تايلاند للمشاركةبذكرى حفيد رسول الله ص ولم يأت للذبح والقتل كما فعل الوهابي داعش. جاءللمشاركة بمن ضحى ليبقى ا… https://t.co/AS33kzWxqC,positive,explicit
بالله احد يقول للاعضاء يوقفو تحديثات شوي لاننا انهرجنة ماعاد عرفنا وين نروح نعلق لهم لو نرفع هاشتاق لو نرفع مشاهدات… https://t.co/qCcNWdNlmD,negative,explicit
"ف اوقات بتفوق لنفسك زي اللي واخد مسكن عشان ميحسش بحاجه ولما بيفوق بيبقي عايز يصرخ ف الدنيا كلها ، بس هتصرخ ازاي وهم… https://t.co/nSxpLFB65N",negative,explicit
جدد الاتحاد الأوروبي اليوم مساندته لاستقرار #لبنان ودعا الأطراف كافة إلى مواصلة الحوار البناء والعمل على تعزيز المؤ… https://t.co/pD5nQToJll,positive,explicit
من فواجع هذا الزمن العربي الذي تعيشه الأمة حدوث المفارقة الموجعة التالية:. في الوقت الذي يزداد فيه تضامن المجتمعات غ… https://t.co/BJcXrhNckd,negative,explicit
#عاجل| الأسير بلال ذياب يعلن فك إضرابه عن الطعام بعد اتفاق مع الاحتلال بعدم تجديد اعتقاله الإداري والإفراج عنه في 2… https://t.co/fcsoqn0qlN,neutral,none
"ارزقنا يا الله قلبًا مُتعلقًا بك . يلجأُ إليك إذا حزن. ويحمدُك إذا فرِح ، . ويعود إليك إذا أذنب. ويشكرك دومًا على كُل ح… https://t.co/6FmtG2Lvgv",positive,explicit
"اذكر الضحكات على شفاهكم البلاستيكية عندما استقال ثلثكم المعطل وهو في الييت الابيض ،الرئيس سعد الحريري مارس حقا دستوريا بالاستقالة ""نعيما""",negative,explicit
لم ندخل بأي حرب مع اي دولة على حساب دولة اخرى هدفنا تحرير العراق فقط والتخلص من الفاسدين والانفصاليين واسترجاع ثروا… https://t.co/z8eGZmLFoU,positive,explicit
من صدك جهاز خرافي وسعره رخيص بل نسبه للمواصفات ب ٤١٥ الف!هسه حخليلكم رابط فديو للفون جوه👇🏼 https://t.co/tDchy5gIOc,positive,explicit
#الملك_يحارب_الفساد الغباء في هذا الهشتاغ الملك يحارب الفساد ان السلطة هي. في يد الملك الفساد الاول الملك وأولاده والباقي ينفذوا ما يأمر,very_negative,explicit
اليمن و الحدود المشتركة و قلة امكانات الجيش الحوثي و 3 سنوات بلا نصر فماذا لو كانت دولة نووية كأيران أو جماعة كاملة… https://t.co/dcnkucbmM4,negative,explicit
لقد مات عمر ومات صلاح بل مات #الأسلام في قلوب خوارة مريضة جبانة .. لانملك إلا دموعاً وعذراً ودعاء . رحماك ربي . https://t.co/tI91mYGxQZ,very_negative,explicit
"#الحب_الحقيقي شو هالتجني وهالظلم ورطة كبيرة ل #رامي كيف رح يطلع منها الحقيقة أحداث سريعة ومشوقة بهالحلقة نصيحة إحضروها مسلسل صاعد جدا"" 👌📺👏",positive,explicit
فقيدتي الرّاحله الى السماء تركتِ شوقاً لاتطفئه السنين وذكرى لا تمحوهاأشغال الحياه رحمكِ الله بقدر ما أوجعني رحيلك طاب قبرك وطاب قلبي المشتاق,negative,explicit
لما نحكي ع بشار الأسد . يعني عم نحكي عن حدا حمى سوريا من الجهل و التخلف و الظلم . يعني عم نحكي عن يلي حمى السني و الشيعي و العلوي و المسيحي,positive,explicit
@Alaa_Qatawneh أنا مع أحمد ومع ميريانا ومع كل طفل إله احتياجات خاصة! التعليم حق لا يمكن التنازل عنه تحت أي مسمى!… https://t.co/OSkBjaWtgm,positive,explicit
ليت اخواننا الاكراد - ان ينتبهوا لخيانة مسعود - سابقا - وحاليا - . ويؤمنوا ان لاحياة حرة سعيدة لهم بدون العراق بعرب… https://t.co/otfCe7QywY,negative,explicit
@DijlahTv كلا بل المكانة العربية هي التي عادت للعراق بعد علمت ان العراق قوي بشعبه ولا يمكن محاربته -و هم من يجب ان يخضعوا له,very_positive,explicit
له مقطع البارحه عن عزوز ولد فهد باقي شوي ويقول عنه أمير المؤمنين! يلعن دين ام ثقل دمه https://t.co/d8IzTxCm7Y,very_negative,explicit
@Arqawi92 @jananIQ_kh @elissakh كذاب يعني هاي جنان مش اي حدا لا لا يا بوحميد ما حبيتها منك بنوب بصوت ابو حاتم,negative,explicit
بدأت مرحلة التصفيات و الاغتيالات ؟و اول الغيث اسقاط مروحية فيها الامير منصور بن ولي العهد الشرعي حسب دستور المملكة ( مقرن بن عبد العزيز )؟؟,very_negative,explicit
التداعيات في المنطقه توكد بأن المعارضه السوريه هم.لصوص خونه أوغاد عملاء فاسقين دمويين خسيسين أنجاس حثاله .. سورية طاهره معارضتها اولاد عاهره.,very_negative,explicit
@saadhariri الله يرحم الوالد الشيخ رفيق الحريري ساير على خطاه يوم بعد يوم عم بتثبت إنو يللي خلٌف ما مات الله يخليك… https://t.co/H3NHbEbuT2,very_positive,explicit
رسالتي للشيطان ... يجب أن تتقاعد لأن أحفادك في الخليج .دمرو سورية واليمن والعراق ونحن نحج كل عام لرجمك. .من اجل أطفال اليمن الرجم لسلمان ودبه,very_negative,explicit
عاجل | السبهان : اللبنانيون بيدهم تحديد مآل الأمور مع #السعودية .. و #حزب_الله يهرب #المخدرات إلى #المملكة ويدرب شبابا سعوديين على #الإرهاب,negative,explicit
"بعد اعتراف وزير المال إنو الهدف من الضرائب مش تمويل السلسلة، انبسطوا اللي انْوَهموا وكانوا عم يهاجموا كل مين بيعترض عالضرائب؟. #ضرائب_بالقوة",very_negative,explicit
عاجل - الرياضي : . قوستافو يستبعد الكابتن سامي النجعي من قائمة الـ 18 لـ مباراة #النصر_الفتح غداً الأربعاء https://t.co/qFua7ylyKN,neutral,none
لو كنت موسيقي فأنت اكبر العازفين . و لو كنت نحاتاً فأنت احلى الرسامين . و لو كنت مهندساً فأنت اعرق المهندسين . و أنت ل… https://t.co/xBxCZpMkFb,very_positive,explicit
لو يتناول هذا العالم المجنون حبة فاليوم وينام دون أخبار نحر ودم وهم.... قتلى بهجوم على كنيسة بتكساس الآن,very_negative,explicit
معك واحد زيادة. ++ يعني ع اساس اوببهم الي كل يوم منزلين اللبوم ما يستغلونهم و يوزعون الالبومات ع روح موتاهم 🤔 https://t.co/0BNSp1mWEY,negative,explicit
"إن كان الدكتور فياض طرد من الاستديو، فهذان الإثنان طردا من رحمة الله! لا جنة ولا نار تقبلهما، حتى مزابل التاريخ! ول… https://t.co/rnvH09gKXX",negative,explicit
"ثُم اعلم أنّ الحياة لن تقِف مكتوفة عند وجعك ، ولن يكترِث النّاس بمعمعَة الحُزن في صوتك ، إذا لم تمنح نفسك القُوة لن تجدها أمامك.",neutral,none
أربعينية الامام الحسين ع وأخيه البطل العباس ع ( أربعينية الانتصارات وأخذ الثأر من أعداء ال محمد ص واله ) https://t.co/3Nr4asQhr8,neutral,none
السلام عليكم عقوق الوالدين عمري 77 سنه كسرت يداي الاثنتين شهرين في الجبس وابني وزوجته والاولاده رفضو يغسلو راسي وبع… https://t.co/tpl6lpxU23,very_negative,explicit
جماهير #الوداد المغربي ترفع علم #الاردن في نهائي #أبطال_افريقيا ضد #الأهلي المصري 😍,very_positive,explicit
"صرت متصل ب 10 شيعة، رد منهن بس 3، 4 منهن بالعراق و1 بإيران و1 عالجبهة و1 غميان بالضحك من تصريحات السبهان.😅😅😅😅",negative,explicit
"@lIj1k4X8MAdRYlw وتراكمت كلمة احبك فوق احبك حتى بات حبي لك اعمى ﻻ يرى إلا ملامحك ، وأصم ﻻ يسمع الا صوتك ، وأبكم ﻻ ي… https://t.co/3GlWfyG0Zq",very_positive,explicit
@alsunied06 ماشاء الله .. ألف مبروووك يادكتور . تستاهل ..زادك الله علماً ورفعة ونفع بك. ونسأل الله أن يجعلها عوناً لك على طاعته .,positive,explicit
ما هو منه يا شعبنا. و لاله مسكن ويه اهلنه. لا حلال عليه مي دجلة وفرات. الما يصون رغيفنا البيه الحياة. لاله بين ازلامنا جلمة و مكان,negative,explicit
@ABDLQADERALNAEL @IraqSurveys و الله يبن نايل لو تروح إطم عارك أشرف ما باقي تنبح بتويتر لأن إنته مخنث و بغلاة الزلم ما تسوه بصلايه.,very_negative,explicit
لخالد على اخشى عليك من السقوط ...فى انتخابات 2012 كان السباق بين 13 وخالد على كان منهم ونال اقل الاصوات وانا كنت واحد من هولاء القلائل,negative,explicit
"ياالله اللي لا إله غيرك ، ياناصر جنده على العدوان ياالله🇸🇦 لن تمرر لكم هذه المرة #الرياض_خط_أحمر #السعودية #الخليج… https://t.co/sTpCWCkwF1",positive,explicit
الكل تريد دولة مدنية بس بالواقع الكل راح تنتخب ابن عمها لو ابن خالها الي بحزب الدعوة وغيرها ... ازدواجية الفرد العر… https://t.co/3EQPZcXT4U,very_negative,implicit
"ست دعوات تجمع لك الخير كله :-. قال ﷺ : ( اللهم إني أسألك الهدى ، والتقى ، والعفاف ، والغنى ، والفوز بالجنه ، والنجاة من النار )",positive,explicit
"روحاني يشدد على اهمية تحقيق الامن في المنطقة، وان بلاده لا تريد الا التقدم لليمن والعراق وسوريا وحتى السعودية",positive,explicit
طارق ذياب : الدوري الاسباني اصبح كوميدي ...بعد أخطاء الحكم اليوم ضد ريال مدريد يجب الاسراع في تطبيق تقنية الفيديو 😂… https://t.co/M71mYIGji2,negative,explicit
بلد عزيز بل حبيب الى قلبي يشهد انتفاضة اصلاحية مباركة وهذا جيد جدا ولكن قبل كل ذالك فليوقفوا الظلم في المحاكم وتسيير اعمال الناس وإعطاء الحق,positive,explicit
لا تطلب من أحد الرقص لأن طائر الفرح وقف على شجرتك // ولا تطلب منهم التصفيق لأن الحظ قذف لك بأمنية من أمنياتك// فليس… https://t.co/xu0aXLE0yK,neutral,none
#شو_رح_يصير عادي رجع على وطنو الام السعودية بس غريب اعلن استقالته من السعوديه ثانيا من مكان غير معروف وثالثا من دون مؤتمر صحفي غريب,negative,explicit
يتطلب تشكيل محكمة خاصة بصلاحيات قانونية استثنائية تكلف بمعالجة قضايا الفساد التي يعمل عليها رئيس الوزراء مع فريق الخبراء الدولي,neutral,none
تصفيات #مونديال_2018: #هولندا تفشل في بلوغ كأس العالم وحتى الملحق رغم فوزها على #السويد التي تأهلت الى الملحق,negative,explicit
جريح نتيجة تصادم بين مركبتين على الطريق الممتد من مستديرة #رزق_الله باتجاه تقاطع #الشفروليه ودراج من مفرزة سير بعبدا يعمل على تسهيل السير,negative,explicit
الى رجال الاعمال اصحاب الأموال في السعودية لا أمان على أموالكم بعد الان في شطحت قلم بتصير في جيوب بن سلمان عليكم تحويل أموالكم على لبنان,negative,explicit
اللي يقول الطواقي يصيحون من الخساره ياحبيبي انت شفت ناديك الللي ماحقق كاس اسيا واذا سالته عطاك وضعيه الميت (بالله… https://t.co/Sl8Edl3NG8,negative,implicit
"#فيديو : حسن نصر الله أراد أن يصلي على النبي عليه أفضل الصلاة وأتم التسليم ، فصلى على خادم الحرمين الشريفين (: https://t.co/zs5D6bfPog",neutral,none
"لا تعطوا وعوداً لستم أهلاً لها . فبعض القلوب ، تبني على وعودكم حياة ،،،",negative,explicit
صحيفة الغد/ #عاجل | رويترز: السلطات السعودية تطلق سراح الأمير متعب بن عبدالله بعد حجزه 3 أسابيع #الغد #الاردن… https://t.co/INkVZHRCcc,neutral,none
"«لا تندم أبدًا على معرفة أي شخص في حياتك، فالناس الجيدون يعطونك السعادة والناس السيئون يعطونك التجربة، أما أسوا الن… https://t.co/kI4AQplTZQ",positive,explicit
@sXrbWZctSAs4FCy مساء الخير لي احبه لااراهم لكن القلب احتواهم احفضهم يارب اينما كانوا وحقق لهم مناهم بالخير والسرور والمحبه لكل الاحبه,very_positive,explicit
إنَّا لله وإنا إليه راجعون . الله يرحمهم ويغفر لهم ويعف عنهم ويثبتهم عند السؤال ويجعل قبورهم روضة من رياض الجنة #تحطم_طايره_مروحيه_عسير,negative,explicit
قد شربت الضيق.. في فنجال دله. واضحك لحضي .. ولو جاب المطمه. لا كن غيابك تبين .. الصدق لله ؟. ما قدرت اطيقه .. الله يلعن امه,very_negative,explicit
"من المستحيل أن يذهب لـ غيرك شيء قد كتبه الله لك، فاطمئن لا تحسد لا تحقد، وعش بـ قلب أبيض نقي ونيه صافيه وكن مع الله يكن الله معك!",neutral,none
@AF_RMD مدون؟ من وين لوين لولا الفيسبوك مين سمع فيه بعض النظر شي غليظ لو كان منيح ما بيتعامل مع سوريين تانيين بهل الاسفاف,very_negative,explicit
كل الشكر والتقدير لكم انتم يا جمهور بلال على دعمكم المتواصل وعلى تصويتكم له في السفاره وان شاءالله نتعوض خير بالمرا… https://t.co/LR0poxraDI,positive,explicit
الجيوش العربية الاقوة هي مصر سورية العراق نجح المخطط الامريكي الصهيوني بستنزاف الجيش السوري والعراقي جاء الدور على الجيش المصري...و,negative,explicit
#نسور_قاسيون. يلا ياااا رب بدنا غوول تاني يا سومة هالفريق بعزيمتو وشجاعتو بستاهل يكون بكأس العالم حارب كل الظروف قلوبنا معكو وانشالله حتربحو,positive,explicit
البنت #الكوردية #الايزدية #لمياء_بشار ألقت كلمة في منتدى الشباب في مصر حيث تحدثت عن معاناتها المريرة في معاقل #داعش… https://t.co/r8vZqMP9ls,negative,explicit
��. الناطق الإعلامي لشرطة #الشرقية : القبض على وافد عربي سطا على مواطن باستراحته الخاصة بقرية العليا مستخدما سكينا وأ… https://t.co/mv4Iu6SMiq,negative,explicit
رئيس الوزراء نتنياهو تطرق في مستهل جلسة الحكومة إلى الخطةا لسياسية التي يبلورها الرئيس ترامب: سمعنا تكهنات كثيرة عن… https://t.co/V3tppv6CWP,neutral,none
“فتح” تشارك بمظاهرة حاشدة ضد زيارة رئيس الكيان إلى مدريد. تابع هنا :. https://t.co/KRbIHsJFJ9. #تعليق_السناب… https://t.co/jTTbOUDpo3,negative,explicit
